Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Days Existed,Funding,Select Investors
Density,"$1,000,000,000 ",11/10/2021,Hardware,San Francisco,United States,North America,2014,42496,"$217,000,000 ","Founders Fund, Upfront Ventures, 01 Advisors"
Instabase,"$1,000,000,000 ",10/21/2019,Data management & analytics,San Francisco,United States,North America,2015,41744,"$132,000,000 ","New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
Jiuxian,"$1,000,000,000 ",7/30/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,40206,"$250,000,000 ","Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
Matrixport,"$1,000,000,000 ",6/1/2021,Fintech,,Singapore,Asia,2019,42329,"$100,000,000 ","Dragonfly Captial, Qiming Venture Partners, DST Global"
Mixpanel,"$1,000,000,000 ",11/15/2021,Internet software & services,San Francisco,United States,North America,2009,42506,"$277,000,000 ","Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
Sendbird,"$1,000,000,000 ",4/6/2021,Mobile & telecommunications,San Mateo,United States,North America,2013,42279,"$221,000,000 ","FundersClub, Y Combinator, Tiger Global Management"
OrCam Technologies,"$1,000,000,000 ",2/20/2018,Artificial intelligence,Jerusalem,Israel,Asia,2010,41141,"$86,000,000 ","Intel Capital, Aviv Venture Capital"
Leap Motor,"$1,000,000,000 ",11/20/2018,Auto & transportation,Hangzhou,China,Asia,2015,41409,"$1,000,000,000 ","Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
1KMXC,"$1,000,000,000 ",8/30/2021,Hardware,Hangzhou,China,Asia,2014,42424,"$86,000,000 ","Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
58 Daojia,"$1,000,000,000 ",10/12/2015,Internet software & services,Beijing,China,Asia,2014,40275,"$300,000,000 ","KKR, Alibaba Group, Ping An Insurance"
Agile Robots,"$1,000,000,000 ",9/9/2021,Hardware,Munich,Germany,Europe,2018,42430,"$240,000,000 ","Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
Aibee,"$1,000,000,000 ",4/13/2021,Artificial intelligence,Beijing,China,Asia,2017,42282,"$273,000,000 ","Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
Aircall,"$1,000,000,000 ",6/23/2021,Internet software & services,New York,United States,North America,2014,42356,"$226,000,000 ","Balderton Capital, Next World Capital, Draper Esprit"
Ajaib,"$1,000,000,000 ",10/4/2021,Fintech,Jakarta,Indonesia,Asia,2018,42455,"$245,000,000 ","Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
Alto Pharmacy,"$1,000,000,000 ",1/30/2020,Health,San Francisco,United States,North America,2015,41845,"$524,000,000 ","Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
Amagi,"$1,000,000,000 ",3/16/2022,Internet software & services,Bengaluru,India,Asia,2008,42628,"$240,000,000 ","Mayfield, Accel, Norwest Venture Partners"
Amount,"$1,000,000,000 ",5/17/2021,Fintech,Chicago,United States,North America,2019,42314,"$243,000,000 ","Invus Group, Hanaco Venture Capital, WestCap Group"
Amperity,"$1,000,000,000 ",7/13/2021,Artificial intelligence,Seattle,United States,North America,2016,42374,"$187,000,000 ","Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
Anyscale,"$1,000,000,000 ",12/7/2021,Artificial Intelligence,Berkeley,United States,North America,2019,42518,"$160,000,000 ","Andreessen Horowitz, Intel Capital, Foundation Capital"
Aptos,"$1,000,000,000 ",3/15/2022,Internet software & services,Palo Alto,United States,North America,2021,42614,"$200,000,000 ","Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
Aqua Security,"$1,000,000,000 ",3/10/2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,42250,"$265,000,000 ","TLV Partners, Lightspeed Venture Partners, M12"
Assembly,"$1,000,000,000 ",9/21/2021,Internet software & services,Culver City,United States,North America,2019,42441,Unknown,"Advent International, PSG, Providence Equity Partners"
Assent,"$1,000,000,000 ",1/6/2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,42557,"$534,000,000 ","Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
Augury,"$1,000,000,000 ",10/26/2021,Artificial intelligence,New York,United States,North America,2011,42484,"$294,000,000 ","Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
Axelar,"$1,000,000,000 ",2/15/2022,Internet software & services,Waterloo,Canada,North America,2020,42587,"$64,000,000 ","Lemniscap VC, North Island Ventures, Polychain Capital"
Axiom Space,"$1,000,000,000 ",2/16/2021,Other,Houston,United States,North America,2016,42227,"$150,000,000 ","C5 Capital, Hemisphere Ventures, The Venture Collective"
Banma Network Technologies,"$1,000,000,000 ",9/13/2018,Auto & transportation,Shanghai,China,Asia,2015,41341,"$697,000,000 ","Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
BeiBei,"$1,000,000,000 ",1/22/2015,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,40015,"$224,000,000 ","Banyan Capital, New Horizon Capital, IDG Capital Partners"
BenevolentAI,"$1,000,000,000 ",6/2/2015,Artificial intelligence,London,United Kingdom,Europe,2013,40144,"$292,000,000 ",Woodford Investment Management
Berlin Brands Group,"$1,000,000,000 ",9/1/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,42435,"$800,000,000 ","Ardian, Bain Capital"
Betterfly,"$1,000,000,000 ",2/1/2022,Artificial intelligence,Santiago,Chile,South America,2018,42575,"$205,000,000 ","QED Investors, DST Global, Endeavor"
BitFury,"$1,000,000,000 ",11/6/2018,Hardware,Amsterdam,Netherlands,Europe,2011,41399,"$170,000,000 ","Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
BlackBuck,"$1,000,000,000 ",7/22/2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,42384,"$352,000,000 ","Accel, Sands Capital, International Finance Corporation"
Bluecore,"$1,000,000,000 ",8/5/2021,Artificial intelligence,New York,United States,North America,2013,42400,"$238,000,000 ","FirstMark Capital, Georgian Partners, Norwest Venture Partners"
BlueVoyant,"$1,000,000,000 ",2/23/2022,Cybersecurity,New York,United States,North America,2017,42598,"$526,000,000 ","8VC, Liberty Strategic Capital, Eden Global Partners"
bolttech,"$1,000,000,000 ",7/1/2021,Fintech,,Singapore,Asia,2018,42360,"$210,000,000 ","Mundi Ventures, Doqling Capital Partners, Activant Capital"
Boom Supersonic,"$1,000,000,000 ",12/16/2020,Other,Englewood,United States,North America,2014,42167,"$241,000,000 ","WRVI Capital, Caffeinated Capital, Y Combinator"
Bringg,"$1,000,000,000 ",6/16/2021,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,42350,"$185,000,000 ","Salesforce Ventures, next47, Pereg Ventures"
C2FO,"$1,000,000,000 ",8/7/2019,Fintech,Leawood,United States,North America,2008,41676,"$538,000,000 ","Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
Cadence,"$1,000,000,000 ",12/14/2021,Health,New York,United States,North America,2020,42524,"$141,000,000 ","Thrive Capital, General Catalyst, Coatue Management"
CAIS,"$1,000,000,000 ",1/11/2022,Fintech,New York,United States,North America,2009,42563,"$406,000,000 ","Franklin Templeton, Motive Partners, Apollo Global Management"
Cameo,"$1,000,000,000 ",3/30/2021,Internet software & services,Chicago,United States,North America,2016,42269,"$165,000,000 ","Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
Capsule,"$1,000,000,000 ",4/28/2021,Health,New York,United States,North America,2016,42298,"$570,000,000 ","Thrive Capital, Durable Capital Partners, G Squared"
CargoX,"$1,000,000,000 ",10/21/2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,42475,"$390,000,000 ","Valor Capital Group, Lightrock, Softbank Group"
Carro,"$1,000,000,000 ",6/14/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,42346,"$595,000,000 ","SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
Carson Group,"$1,000,000,000 ",7/14/2021,Fintech,Lincoln,United States,North America,2012,42379,Unknown,Bain Capital
CHEQ,"$1,000,000,000 ",2/22/2022,Cybersecurity,New York,United States,North America,2014,42600,"$182,000,000 ","Battery Ventures, Tiger Global Management, Hanaco Ventures"
Chronosphere,"$1,000,000,000 ",10/7/2021,Data management & analytics,New York,United States,North America,2019,42457,"$254,000,000 ","Greylock Partners, Lux Capital, General Atlantic"
Cider,"$1,000,000,000 ",9/2/2021,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,42421,"$140,000,000 ","Andreessen Horowitz, DST Global, IDG Capital"
Clara,"$1,000,000,000 ",12/6/2021,Fintech,Mexico City,Mexico,North America,2020,42516,"$109,000,000 ","DST Global, General Catalyst, Monashees+"
Clearcover,"$1,000,000,000 ",4/13/2021,Fintech,Chicago,United States,North America,2016,42283,"$305,000,000 ","American Family Ventures, Cox Enterprises, OMERS Ventures"
CommerceIQ,"$1,000,000,000 ",3/21/2022,Artificial Intelligence,Palo Alto,United States,North America,2012,42629,"$196,000,000 ","Trinity Ventures, Madrona Venture Group, Shasta Ventures"
Contrast Security,"$1,000,000,000 ",11/9/2021,Cybersecurity,Los Altos,United States,North America,2014,42495,"$269,000,000 ","Acero Capital, General Catalyst, M12"
Darwinbox,"$1,000,000,000 ",1/25/2022,Internet software & services,Hyderabad,India,Asia,2015,42571,"$107,000,000 ","Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
Dental Monitoring,"$1,000,000,000 ",10/21/2021,Health,Paris,France,Europe,2014,42476,"$232,000,000 ","Vitruvian Partners, Merieux Equity Partners, Straumann"
DianRong,"$1,000,000,000 ",8/2/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,40937,"$549,000,000 ","Standard Chartered, FinSight Ventures, Affirma Capital"
Drata,"$1,000,000,000 ",11/8/2021,Cybersecurity,San Diego,United States,North America,2020,42488,"$128,000,000 ","Cowboy Ventures, Leaders Fund, GGV Capital"
DriveNets,"$1,000,000,000 ",1/27/2021,Internet software & services,Ra'anana,Israel,Asia,2015,42208,"$325,000,000 ","Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
Dune Analytics,"$1,000,000,000 ",2/2/2022,Data management & analytics,Oslo,Norway,Europe,2018,42576,"$79,000,000 ","Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
Dxy.cn,"$1,000,000,000 ",4/10/2018,Health,Hangzhou,China,Asia,2000,41200,"$682,000,000 ","Tencent Holdings, DCM Ventures"
EBANX,"$1,000,000,000 ",10/16/2019,Fintech,Curitiba,Brazil,South America,2012,41742,"$460,000,000 ","FTV Capital, Endeavor"
EcoFlow,"$1,000,000,000 ",6/10/2021,Hardware,Shenzhen,China,Asia,2017,42340,"$105,000,000 ","Delian Capital, China International Capital Corporation, Sequoia Capital China"
Electric,"$1,000,000,000 ",3/29/2022,Cybersecurity,New York,United States,North America,2016,42633,"$209,000,000 ","Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
Emerging Markets Property Group,"$1,000,000,000 ",4/28/2020,Other,Dubai,United Arab Emirates,Asia,2015,41934,"$279,000,000 ","OLX Group, KCK Group, EXOR Seeds"
Esusu,"$1,000,000,000 ",1/27/2022,Fintech,New York,United States,North America,2015,42573,"$145,000,000 ","Next Play Ventures, Zeal Capital Partners, SoftBank Group"
Evidation,"$1,000,000,000 ",3/22/2021,Health,San Mateo,United States,North America,2012,42265,"$259,000,000 ","B Capital Group,, GE Ventures, McKesson Ventures"
Expel,"$1,000,000,000 ",11/18/2021,Cybersecurity,Herndon,United States,North America,2016,42502,"$258,000,000 ","Paladin Capital Group, Greycroft, Scale Venture Partners"
Fabric,"$1,000,000,000 ",10/26/2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,42480,"$294,000,000 ","Innovation Endeavors, Aleph, Temasek"
Feedzai,"$1,000,000,000 ",3/24/2021,Artificial intelligence,San Mateo,United States,North America,2009,42270,"$277,000,000 ","Global Founders Capital, Shea Ventures, Greycroft"
Fever Labs,"$1,000,000,000 ",1/26/2022,Internet software & services,New York,United States,North America,2012,42575,"$299,000,000 ","Accel, 14W, GS Growth"
Fiture,"$1,000,000,000 ",4/14/2021,Health,Chengdu,China,Asia,2019,42281,"$391,000,000 ","Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
FLASH,"$1,000,000,000 ",3/16/2022,Fintech,Austin,United States,North America,2011,42625,"$314,000,000 ","L Catterton, Trellis Partners, Vista Equity Partners"
Flash Express,"$1,000,000,000 ",2/1/2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,42211,"$350,000,000 ","SCB 10X, Krungsri Finnovate, eWTP Capital"
FlashEx,"$1,000,000,000 ",8/27/2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,41325,"$359,000,000 ","Prometheus Capital, Matrix Partners China, JD Capital Management"
Fractal Analytics,"$1,000,000,000 ",1/5/2022,Data management & analytics,Mumbai,India,Asia,2000,42566,"$685,000,000 ","TPG Capital, Apax Partners, TA Associates"
Freshbooks,"$1,000,000,000 ",8/10/2021,Fintech,Toronto,Canada,North America,2004,42414,"$156,000,000 ","Accomplice, Oak Investment Partners, Georgian Partners"
FXiaoKe,"$1,000,000,000 ",7/2/2015,Mobile & telecommunications,Beijing,China,Asia,2011,40176,"$283,000,000 ","IDG Capital, Northern Light Venture Capital, DCM Ventures"
Gauntlet Networks,"$1,000,000,000 ",3/7/2022,Fintech,New York,United States,North America,2018,42609,"$45,000,000 ","Polychain Capital, Paradigm, Ribbit Capital"
Geek+,"$1,000,000,000 ",11/21/2018,Hardware,Beijing,China,Asia,2015,41410,"$439,000,000 ","Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
Gelato,"$1,000,000,000 ",8/16/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,42417,"$269,000,000 ","Greylock Partners, Google Ventures, BlackRock"
Glia,"$1,000,000,000 ",3/21/2022,Fintech,New York,United States,North America,2012,42629,"$152,000,000 ","Wildcat Capital Management, Insight Partners, Tola Capital"
GO1,"$1,000,000,000 ",7/19/2021,Internet software & services,Brisbane,Australia,Oceania,2015,42381,"$284,000,000 ","Y Combinator, M12, SEEK"
Groq,"$1,000,000,000 ",4/14/2021,Artificial intelligence,Mountain View,United States,North America,2016,42284,"$362,000,000 ","TDK Ventures, Social Capital, D1 Capital Partners"
Hailo,"$1,000,000,000 ",10/12/2021,Artificial intelligence,Tel Aviv,Israel,Asia,2017,42464,"$221,000,000 ","Glory Ventures, Maniv Mobility"
Haomao.AI,"$1,000,000,000 ",12/22/2021,Artificial Intelligence,Beijing,China,Asia,2019,42533,"$157,000,000 ","Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
Hasura,"$1,000,000,000 ",2/22/2022,Internet software & services,Bengaluru,India,Asia,2017,42597,"$137,000,000 ","Nexus Venture Partners, Vertex Ventures, STRIVE"
HAYDON,"$1,000,000,000 ",9/24/2021,Consumer & retail,Shanghai,China,Asia,2020,42443,"$100,000,000 ","Tencent Holdings, Hillhouse Capital Management"
Heyday,"$1,000,000,000 ",11/16/2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,42499,"$800,000,000 ","Khosla Ventures,General Catalyst, Victory Park Capital"
HMD Global,"$1,000,000,000 ",5/21/2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,41225,"$330,000,000 ",Ginko Ventures
Hotmart,"$1,000,000,000 ",3/17/2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,41896,"$127,000,000 ","Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
Huike Group,"$1,000,000,000 ",5/24/2018,Edtech,Beijing,China,Asia,2010,41234,"$302,000,000 ","Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Human Interest,"$1,000,000,000 ",8/4/2021,Fintech,San Francisco,United States,North America,2015,42397,"$337,000,000 ","Wing Venture Capital, Slow Ventures, Uncork Capital"
Ibotta,"$1,000,000,000 ",8/6/2019,Fintech,Denver,United States,North America,2011,41672,"$93,000,000 ","Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
iCarbonX,"$1,000,000,000 ",4/12/2016,Artificial intelligence,Shenzhen,China,Asia,2015,40457,"$200,000,000 ","Tencent, Vcanbio"
iFood,"$1,000,000,000 ",11/13/2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,41406,"$592,000,000 ","Movile, Just Eat, Naspers"
InFarm,"$1,000,000,000 ",12/16/2021,Other,Berlin,Germany,Europe,2013,42533,"$600,000,000 ","Atomico, Hanaco Venture Capital, TriplePoint Capital"
Infobip,"$1,000,000,000 ",7/30/2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,42036,"$200,000,000 ",One Equity Partners
Injective Protocol,"$1,000,000,000 ",4/20/2021,Fintech,New York,United States,North America,2018,42288,"$17,000,000 ","Pantera Capital, Cadenza Ventures, BlockTower Capital"
Intellifusion,"$1,000,000,000 ",3/22/2019,Artificial intelligence,Shenzhen,China,Asia,2014,41532,"$173,000,000 ","BOC International, TopoScend Capital, Hongxiu VC"
Interos,"$1,000,000,000 ",7/22/2021,Fintech,Arlington,United States,North America,2005,42394,"$135,000,000 ","Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
Iodine Software,"$1,000,000,000 ",12/1/2021,Data management & analytics,Austin,United States,North America,2010,42521,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
JoyTunes,"$1,000,000,000 ",6/21/2021,Edtech,Tel Aviv,Israel,Asia,2011,42357,"$92,000,000 ","Genesis Partners, Aleph, Insight Partners"
Kendra Scott,"$1,000,000,000 ",12/21/2016,Consumer & retail,Austin,United States,North America,2002,40723,Unknown,"Berkshire Partners, Norwest Venture Partners"
Kitopi,"$1,000,000,000 ",7/1/2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,42360,"$504,000,000 ","CE-Ventures, BECO Capital, Nordstar"
KnowBox,"$1,000,000,000 ",5/30/2019,Edtech,Beijing,China,Asia,2014,41601,"$306,000,000 ","TAL Education Group, Legend Star, Alibaba Group"
Kopi Kenangan,"$1,000,000,000 ",12/27/2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,42540,"$333,000,000 ","Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Lamabang,"$1,000,000,000 ",3/6/2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,40058,"$130,000,000 ","5Y Capital, Matrix Partners China, K2VC"
LayerZero Labs,"$1,000,000,000 ",3/30/2022,Internet software & services,New York,United States,North America,2021,42629,"$143,000,000 ","Andreessen Horowitz, FTX Ventures, Tiger Global Management"
Lessen,"$1,000,000,000 ",11/30/2021,Internet software & services,Scottsdale,United States,North America,2019,42511,"$205,000,000 ","Khosla Ventures, General Catalyst, Navitas Capital"
LetsGetChecked,"$1,000,000,000 ",6/7/2021,Health,Dublin,Ireland,Europe,2015,42339,"$263,000,000 ","Optum Ventures, Qiming Venture Partners, Transformation Capital"
